,Area.of.residence,Area.of.workplace,All.categories..Method.of.travel.to.work,Work.mainly.at.or.from.home,Underground..metro..light.rail..tram,Train,Bus..minibus.or.coach,Taxi,Motorcycle..scooter.or.moped,Driving.a.car.or.van,Passenger.in.a.car.or.van,Bicycle,On.foot,Other.method.of.travel.to.work,dist,p_cycle,pc,ecp,lon_origin,lat_origin,lon_dest,lat_dest,fastest_time,fastest_distance,quietest_time,quietest_distance
938839,E02002423,E02002407,5,0,0,0,1,0,0,3,1,0,0,0,6737.7043319399,0.0779635655,0.3898178274,0.3898178274,-1.5221683155,53.7596112618,-1.609748378,53.7908519873,,,,
938840,E02002423,E02002408,4,0,0,0,0,0,0,4,0,0,0,0,9216.1267756674,0.0474918026,0.1899672104,0.1899672104,-1.5221683155,53.7596112618,-1.6531563541,53.7886108817,,,,
938841,E02002423,E02002409,3,0,0,0,2,0,0,1,0,0,0,0,7596.3804012544,0.0656610822,0.1969832467,0.1969832467,-1.5221683155,53.7596112618,-1.6306694818,53.782634954,,,,
938842,E02002423,E02002410,11,0,0,0,3,0,0,7,1,0,0,0,5298.0113214142,0.1039780907,1.1437589974,1.1437589974,-1.5221683155,53.7596112618,-1.5870002098,53.7877647368,,,,
938843,E02002423,E02002411,50,0,0,0,9,0,0,28,9,2,2,0,3803.7845513706,0.1401937738,7.0096886913,5.0096886913,-1.5221683155,53.7596112618,-1.5612145536,53.7847868814,,,,
938844,E02002423,E02002412,17,0,0,0,0,0,1,12,2,0,1,1,5856.4334405731,0.0929903558,1.5808360483,1.5808360483,-1.5221683155,53.7596112618,-1.6064431662,53.7762799407,,,,
938845,E02002423,E02002414,59,0,0,1,12,0,0,34,7,2,3,0,2891.7382499086,0.1682472838,9.9265897453,7.9265897453,-1.5221683155,53.7596112618,-1.5451628768,53.781746077,,,,
938846,E02002423,E02002415,30,0,0,0,3,0,0,20,3,0,4,0,2432.1248109236,0.1844461429,5.533384287,5.533384287,-1.5221683155,53.7596112618,-1.5495116861,53.7742881837,,,,
938847,E02002423,E02002416,5,0,0,0,1,0,0,3,0,1,0,0,7331.6308601912,0.0692315236,0.3461576181,-0.6538423819,-1.5221683155,53.7596112618,-1.4119631696,53.7684705358,,,,
938848,E02002423,E02002417,2,0,0,0,0,0,0,2,0,0,0,0,12231.4236593331,0.025984436,0.051968872,0.051968872,-1.5221683155,53.7596112618,-1.3368001311,53.7642201515,,,,
938849,E02002423,E02002419,57,0,0,0,10,2,1,34,9,1,0,0,3805.2129432904,0.1401537292,7.9887625653,6.9887625653,-1.5221683155,53.7596112618,-1.5759700333,53.7720065627,,,,
938850,E02002423,E02002420,59,0,0,0,7,0,1,32,6,4,8,1,2252.5568492845,0.1911906513,11.2802484295,7.2802484295,-1.5221683155,53.7596112618,-1.5544406537,53.7662624593,,,,
938851,E02002423,E02002421,35,0,0,0,3,0,0,15,5,0,12,0,947.8951354124,0.2481922004,8.6867270136,8.6867270136,-1.5221683155,53.7596112618,-1.5311318696,53.766273027,,,,
938852,E02002423,E02002422,52,0,0,1,16,0,1,27,6,0,1,0,4276.0028189898,0.127559371,6.6330872903,6.6330872903,-1.5221683155,53.7596112618,-1.5870012411,53.7585630809,,,,
938853,E02002423,E02002423,82,0,0,0,13,0,0,22,4,1,42,0,0,0.3,24.6,23.6,-1.5221683155,53.7596112618,-1.5221683155,53.7596112618,,,,
938854,E02002423,E02002424,9,0,0,0,0,0,1,6,2,0,0,0,6192.9373112361,0.0869379819,0.7824418368,0.7824418368,-1.5221683155,53.7596112618,-1.6160378671,53.7575906876,,,,
938855,E02002423,E02002425,1,0,0,0,0,0,0,1,0,0,0,0,8583.0355562828,0.0539024194,0.0539024194,0.0539024194,-1.5221683155,53.7596112618,-1.6522103299,53.7560427315,,,,
938856,E02002423,E02002426,5,0,0,0,0,1,0,2,1,0,1,0,4856.1886263409,0.1135842383,0.5679211915,0.5679211915,-1.5221683155,53.7596112618,-1.4497412823,53.7516900235,,,,
938857,E02002423,E02002427,26,0,0,0,4,2,0,15,4,1,0,0,3006.7163471912,0.1644224787,4.274984447,3.274984447,-1.5221683155,53.7596112618,-1.4787898939,53.7512783244,,,,
938858,E02002423,E02002428,67,0,0,0,10,0,1,28,9,1,17,1,1220.2617102236,0.2350339878,15.7472771824,14.7472771824,-1.5221683155,53.7596112618,-1.5367152244,53.7528293516,,,,
938859,E02002423,E02002429,8,0,0,0,1,0,0,5,2,0,0,0,4014.693882906,0.1344031275,1.0752250202,1.0752250202,-1.5221683155,53.7596112618,-1.4668471226,53.7445513485,,,,
938860,E02002423,E02002430,14,0,0,0,3,0,0,6,2,0,3,0,2533.2018080011,0.1807549259,2.5305689622,2.5305689622,-1.5221683155,53.7596112618,-1.5552160268,53.7479997938,,,,
938861,E02002423,E02002431,20,0,0,0,2,0,2,15,0,1,0,0,4338.7826941408,0.1259677518,2.5193550353,1.5193550353,-1.5221683155,53.7596112618,-1.582351837,53.7438491095,,,,
938862,E02002423,E02002433,17,0,0,0,4,0,0,11,2,0,0,0,5472.8445405847,0.1004051566,1.7068876623,1.7068876623,-1.5221683155,53.7596112618,-1.5993137073,53.7414729237,,,,
938863,E02002423,E02002434,13,0,0,0,1,0,0,8,1,1,2,0,2785.6668995968,0.1718546557,2.2341105245,1.2341105245,-1.5221683155,53.7596112618,-1.517214909,53.734746307,,,,
938864,E02002423,E02002435,22,0,0,0,2,0,0,15,3,1,1,0,6562.6743246778,0.0807410895,1.7763039698,0.7763039698,-1.5221683155,53.7596112618,-1.6099686404,53.731849243,,,,
938865,E02002423,E02002436,6,0,0,0,1,0,0,4,1,0,0,0,3939.8349421275,0.1364305217,0.81858313,0.81858313,-1.5221683155,53.7596112618,-1.548726411,53.7278916122,,,,
938866,E02002423,E02002437,1,0,0,0,0,0,0,0,0,0,1,0,5680.4834097373,0.096320945,0.096320945,0.096320945,-1.5221683155,53.7596112618,-1.5661378139,53.7157120118,,,,
938944,E02002423,E02006852,7,0,0,0,2,0,0,4,0,0,1,0,9187.7541172878,0.0477620624,0.334334437,0.334334437,-1.5221683155,53.7596112618,-1.5867043323,53.832819017,,,,
938945,E02002423,E02006861,5,0,0,0,1,0,0,4,0,0,0,0,7081.9232266353,0.0727768441,0.3638842206,0.3638842206,-1.5221683155,53.7596112618,-1.5650215028,53.8179856472,,,,
938947,E02002423,E02006875,337,0,0,3,165,6,2,113,37,5,5,1,4356.0736911749,0.1255328825,42.3045814117,37.3045814117,-1.5221683155,53.7596112618,-1.5455825172,53.7962246679,,,,
938948,E02002423,E02006876,338,0,0,1,73,7,3,177,28,11,36,2,1724.53016766,0.2124860717,71.8202922238,60.8202922238,-1.5221683155,53.7596112618,-1.5182092462,53.7749327017,,,,
939097,E02002424,E02002331,7,0,0,0,1,0,0,6,0,0,0,0,25481.8104849786,0.0018356899,0.0128498293,0.0128498293,-1.6160378671,53.7575906876,-1.347653388,53.9226868903,,,,
939098,E02002424,E02002332,1,0,0,0,0,0,0,1,0,0,0,0,18084.9210750918,0.0080590708,0.0080590708,0.0080590708,-1.6160378671,53.7575906876,-1.7052666419,53.9113271892,,,,
939099,E02002424,E02002333,2,0,0,0,0,0,0,2,0,0,0,0,16615.0466883699,0.0108132598,0.0216265195,0.0216265195,-1.6160378671,53.7575906876,-1.6876952052,53.9007791557,,,,
939100,E02002424,E02002334,4,0,0,0,0,0,0,3,1,0,0,0,21970.5408172598,0.0037049668,0.0148198674,0.0148198674,-1.6160378671,53.7575906876,-1.3576524285,53.8825638629,,,,
939101,E02002424,E02002335,3,0,0,0,0,0,0,0,1,0,2,0,17707.2828163126,0.0086913294,0.0260739883,0.0260739883,-1.6160378671,53.7575906876,-1.4710718403,53.8916514302,,,,
939102,E02002424,E02002336,8,0,0,0,2,0,1,5,0,0,0,0,14286.026015141,0.0172287116,0.1378296929,0.1378296929,-1.6160378671,53.7575906876,-1.6243652108,53.8858954673,,,,
939103,E02002424,E02002337,1,0,0,1,0,0,0,0,0,0,0,0,16036.8263400271,0.0121389247,0.0121389247,0.0121389247,-1.6160378671,53.7575906876,-1.7433977723,53.8804538587,,,,
939104,E02002424,E02002338,2,0,0,0,0,0,0,1,0,0,1,0,14041.9989783403,0.0180904229,0.0361808459,0.0361808459,-1.6160378671,53.7575906876,-1.7105896018,53.87071637,,,,
939105,E02002424,E02002339,3,0,0,0,1,0,1,1,0,0,0,0,13327.4070133399,0.0208697569,0.0626092707,0.0626092707,-1.6160378671,53.7575906876,-1.6941821605,53.8680881823,,,,
939106,E02002424,E02002340,2,0,0,0,1,0,0,1,0,0,0,0,13020.5638343799,0.0221906207,0.0443812414,0.0443812414,-1.6160378671,53.7575906876,-1.6785346758,53.8686194272,,,,
939107,E02002424,E02002342,2,0,0,0,0,0,0,2,0,0,0,0,11718.8020409518,0.0287898262,0.0575796523,0.0575796523,-1.6160378671,53.7575906876,-1.6224194963,53.8628501517,,,,
939108,E02002424,E02002344,1,0,0,0,1,0,0,0,0,0,0,0,12290.7612378812,0.0256778879,0.0256778879,0.0256778879,-1.6160378671,53.7575906876,-1.5253058419,53.8541243112,,,,
939109,E02002424,E02002345,2,0,0,0,0,0,0,2,0,0,0,0,11257.6074744184,0.0315716946,0.0631433893,0.0631433893,-1.6160378671,53.7575906876,-1.5896573219,53.8575607216,,,,
939110,E02002424,E02002346,1,0,0,0,0,0,0,1,0,0,0,0,10290.9125066857,0.0383057484,0.0383057484,0.0383057484,-1.6160378671,53.7575906876,-1.6186437517,53.8500711391,,,,
939111,E02002424,E02002347,6,0,0,0,0,0,0,6,0,0,0,0,11036.3546511553,0.0330001314,0.1980007886,0.1980007886,-1.6160378671,53.7575906876,-1.5519706135,53.8492478781,,,,
939112,E02002424,E02002348,9,0,0,0,0,0,1,8,0,0,0,0,9874.2395786435,0.0416347252,0.3747125266,0.3747125266,-1.6160378671,53.7575906876,-1.604851375,53.8460916699,,,,
939113,E02002424,E02002349,8,0,0,0,1,0,0,6,1,0,0,0,12319.9439432026,0.0255284543,0.2042276346,0.2042276346,-1.6160378671,53.7575906876,-1.4977270094,53.8433559571,,,,
939114,E02002424,E02002350,4,0,0,1,1,0,0,2,0,0,0,0,10158.1843628207,0.0393362152,0.157344861,0.157344861,-1.6160378671,53.7575906876,-1.645681837,53.8471890098,,,,
939115,E02002424,E02002351,1,0,0,0,0,0,0,1,0,0,0,0,15080.3658511057,0.0146979688,0.0146979688,0.0146979688,-1.6160378671,53.7575906876,-1.4409663716,53.8449366971,,,,
939116,E02002424,E02002352,3,0,0,0,1,0,0,2,0,0,0,0,10895.5234467533,0.033942835,0.1018285049,0.1018285049,-1.6160378671,53.7575906876,-1.5316182735,53.8418058636,,,,
939117,E02002424,E02002353,6,0,0,0,0,0,0,6,0,0,0,0,11255.7232880302,0.0315835943,0.1895015656,0.1895015656,-1.6160378671,53.7575906876,-1.5182369926,53.84054915,,,,
939118,E02002424,E02002354,1,0,0,0,1,0,0,0,0,0,0,0,10132.5056143183,0.0395387559,0.0395387559,0.0395387559,-1.6160378671,53.7575906876,-1.5485327985,53.8394232219,,,,
939119,E02002424,E02002356,5,0,0,0,0,0,0,5,0,0,0,0,9790.9954774043,0.0423336966,0.2116684831,0.2116684831,-1.6160378671,53.7575906876,-1.6698365717,53.8396256342,,,,
939120,E02002424,E02002357,9,0,0,0,1,0,0,8,0,0,0,0,8765.3699149261,0.0519721756,0.4677495808,0.4677495808,-1.6160378671,53.7575906876,-1.6291347025,53.835990229,,,,
939121,E02002424,E02002358,8,0,0,0,0,0,0,8,0,0,0,0,13476.6361350621,0.0202560851,0.1620486809,0.1620486809,-1.6160378671,53.7575906876,-1.4598015075,53.8357920354,,,,
939122,E02002424,E02002359,5,0,0,0,0,0,0,4,1,0,0,0,18155.6530128922,0.0079458666,0.0397293331,0.0397293331,-1.6160378671,53.7575906876,-1.3697425356,53.8308039574,,,,
939123,E02002424,E02002361,6,0,0,0,2,0,0,4,0,0,0,0,10406.2465092638,0.0374322702,0.2245936214,0.2245936214,-1.6160378671,53.7575906876,-1.5143714712,53.8291749544,,,,
939124,E02002424,E02002362,5,0,0,0,1,0,0,4,0,0,0,0,8127.089676106,0.0590488188,0.2952440941,0.2952440941,-1.6160378671,53.7575906876,-1.6131811509,53.8306166402,,,,
939125,E02002424,E02002363,4,0,0,0,0,0,0,4,0,0,0,0,9562.5296560688,0.0443129316,0.1772517263,0.1772517263,-1.6160378671,53.7575906876,-1.5348689623,53.828844426,,,,
939126,E02002424,E02002364,9,0,0,0,2,0,0,7,0,0,0,0,12503.4649571188,0.0246084402,0.2214759621,0.2214759621,-1.6160378671,53.7575906876,-1.4664255759,53.8267392129,,,,
939127,E02002424,E02002366,4,0,0,0,0,0,0,3,0,0,1,0,11147.4765718206,0.0322748136,0.1290992543,0.1290992543,-1.6160378671,53.7575906876,-1.4940384943,53.827020389,,,,
939128,E02002424,E02002367,5,0,0,1,0,0,0,3,1,0,0,0,8383.1137290306,0.0561013417,0.2805067086,0.2805067086,-1.6160378671,53.7575906876,-1.5512470911,53.822437902,,,,
939129,E02002424,E02002368,6,0,0,0,1,0,0,5,0,0,0,0,8716.0624641836,0.0524872342,0.3149234052,0.3149234052,-1.6160378671,53.7575906876,-1.6852862057,53.8243425956,,,,
939130,E02002424,E02002369,2,0,0,0,0,0,0,2,0,0,0,0,11400.1437258123,0.03068438,0.0613687599,0.0613687599,-1.6160378671,53.7575906876,-1.479266593,53.820355325,,,,
939131,E02002424,E02002371,6,0,0,0,0,0,0,6,0,0,0,0,8868.2031126236,0.0509141994,0.3054851967,0.3054851967,-1.6160378671,53.7575906876,-1.530848943,53.8193025853,,,,
939132,E02002424,E02002373,1,0,0,0,0,0,0,1,0,0,0,0,7148.5724627098,0.0718131769,0.0718131769,0.0718131769,-1.6160378671,53.7575906876,-1.5813803838,53.8184752721,,,,
939133,E02002424,E02002374,4,0,0,0,0,0,0,4,0,0,0,0,6763.9530626143,0.077555349,0.310221396,0.310221396,-1.6160378671,53.7575906876,-1.5978264373,53.8174200785,,,,
939134,E02002424,E02002375,1,0,0,0,0,0,0,1,0,0,0,0,7039.2321879329,0.0734008883,0.0734008883,0.0734008883,-1.6160378671,53.7575906876,-1.6270046147,53.8205240553,,,,
939135,E02002424,E02002376,2,0,0,0,0,0,0,2,0,0,0,0,9965.318686683,0.0408831802,0.0817663605,0.0817663605,-1.6160378671,53.7575906876,-1.5006442299,53.815492733,,,,
939136,E02002424,E02002377,4,0,0,0,0,0,0,4,0,0,0,0,9046.6508301579,0.0491291384,0.1965165535,0.1965165535,-1.6160378671,53.7575906876,-1.5194226834,53.8153651938,,,,
939137,E02002424,E02002379,2,0,0,0,0,0,0,2,0,0,0,0,11840.0827046263,0.0280998976,0.0561997953,0.0561997953,-1.6160378671,53.7575906876,-1.4640100536,53.814328863,,,,
939138,E02002424,E02002380,1,0,0,0,0,0,0,1,0,0,0,0,6637.4811170812,0.0795420849,0.0795420849,0.0795420849,-1.6160378671,53.7575906876,-1.6413464562,53.8153341658,,,,
939139,E02002424,E02002381,4,0,0,0,0,0,0,3,0,0,1,0,7159.8142392808,0.0716518968,0.2866075871,0.2866075871,-1.6160378671,53.7575906876,-1.6550978034,53.8176424986,,,,
939140,E02002424,E02002382,6,0,0,0,4,0,0,2,0,0,0,0,9065.6747434023,0.0489425678,0.2936554071,0.2936554071,-1.6160378671,53.7575906876,-1.5121470392,53.8110109367,,,,
939141,E02002424,E02002384,25,0,0,0,4,0,0,20,1,0,0,0,7442.2109026095,0.0677172057,1.692930143,1.692930143,-1.6160378671,53.7575906876,-1.5450850219,53.8096337814,,,,
939142,E02002424,E02002385,13,0,0,0,0,0,0,13,0,0,0,0,6019.7038598676,0.090002883,1.1700374785,1.1700374785,-1.6160378671,53.7575906876,-1.5824764839,53.8079116016,,,,
939143,E02002424,E02002386,17,0,0,0,1,0,0,15,1,0,0,0,13833.836459642,0.0188594701,0.3206109925,0.3206109925,-1.6160378671,53.7575906876,-1.4237982697,53.8075625094,,,,
939144,E02002424,E02002387,18,0,0,0,1,0,0,16,1,0,0,0,5827.9292392527,0.0935219929,1.6833958722,1.6833958722,-1.6160378671,53.7575906876,-1.6352400439,53.808721822,,,,
939145,E02002424,E02002388,3,0,0,0,0,0,0,3,0,0,0,0,5715.0996358433,0.0956563946,0.2869691837,0.2869691837,-1.6160378671,53.7575906876,-1.6102509195,53.8088425684,,,,
939146,E02002424,E02002390,8,0,0,0,3,0,0,5,0,0,0,0,11078.8090600912,0.0327211174,0.2617689395,0.2617689395,-1.6160378671,53.7575906876,-1.4693922426,53.8062954254,,,,
939147,E02002424,E02002391,32,0,0,0,2,0,0,29,1,0,0,0,6361.1697939488,0.0840614867,2.6899675751,2.6899675751,-1.6160378671,53.7575906876,-1.6682097793,53.8056954082,,,,
939148,E02002424,E02002392,65,0,0,0,11,0,2,43,6,2,1,0,6369.5044061495,0.0839214795,5.4548961654,3.4548961654,-1.6160378671,53.7575906876,-1.5609149148,53.8046175701,,,,
939149,E02002424,E02002393,46,0,0,0,8,0,1,34,2,1,0,0,8011.6018149918,0.0604285764,2.7797145127,1.7797145127,-1.6160378671,53.7575906876,-1.523831007,53.804524144,,,,
939150,E02002424,E02002394,10,0,0,0,2,0,0,8,0,0,0,0,8648.8277638014,0.0531977936,0.531977936,0.531977936,-1.6160378671,53.7575906876,-1.5096383515,53.8031039327,,,,
939151,E02002424,E02002395,22,0,0,0,2,0,0,17,0,1,2,0,7275.6798911739,0.0700105886,1.5402329493,0.5402329493,-1.6160378671,53.7575906876,-1.6932426898,53.8043391989,,,,
939152,E02002424,E02002396,14,0,0,0,0,1,0,10,3,0,0,0,4860.1507707738,0.1134942665,1.5889197314,1.5889197314,-1.6160378671,53.7575906876,-1.611086847,53.8011739849,,,,
939153,E02002424,E02002397,8,0,0,0,1,0,0,6,1,0,0,0,5026.7690327828,0.1097745446,0.8781963569,0.8781963569,-1.6160378671,53.7575906876,-1.646020275,53.7991338977,,,,
939154,E02002424,E02002398,3,0,0,0,0,0,0,3,0,0,0,0,10613.1686228286,0.0359147743,0.1077443228,0.1077443228,-1.6160378671,53.7575906876,-1.460795059,53.7829085208,,,,
939155,E02002424,E02002399,30,0,0,0,2,0,0,25,3,0,0,0,8172.1986027235,0.0585184889,1.7555546674,1.7555546674,-1.6160378671,53.7575906876,-1.5026560497,53.78732075,,,,
939156,E02002424,E02002400,76,0,0,0,13,2,1,53,4,1,1,1,5021.1396935258,0.1098982058,8.3522636444,7.3522636444,-1.6160378671,53.7575906876,-1.5794874121,53.7971878792,,,,
939157,E02002424,E02002401,1,0,0,0,1,0,0,0,0,0,0,0,9157.0405324025,0.0480563542,0.0480563542,0.0480563542,-1.6160378671,53.7575906876,-1.4836544556,53.7825528843,,,,
939158,E02002424,E02002402,15,0,0,0,0,0,0,15,0,0,0,0,12426.4621436365,0.0249903574,0.3748553608,0.3748553608,-1.6160378671,53.7575906876,-1.4368532119,53.7923560633,,,,
939159,E02002424,E02002403,3,0,0,0,1,0,0,2,0,0,0,0,15630.941279456,0.0131654269,0.0394962807,0.0394962807,-1.6160378671,53.7575906876,-1.3874627589,53.795090583,,,,
939160,E02002424,E02002404,19,0,0,0,1,0,0,17,1,0,0,0,7503.1017184859,0.0668975357,1.2710531784,1.2710531784,-1.6160378671,53.7575906876,-1.5185093357,53.7923791487,,,,
939161,E02002424,E02002405,3,0,0,0,0,0,0,2,0,0,1,0,5755.7490966406,0.0948818711,0.2846456132,0.2846456132,-1.6160378671,53.7575906876,-1.68442047,53.7897676905,,,,
939162,E02002424,E02002406,3,0,0,0,0,0,0,2,0,0,1,0,16572.1886507094,0.0109063452,0.0327190355,0.0327190355,-1.6160378671,53.7575906876,-1.3695940677,53.7871307636,,,,
939163,E02002424,E02002407,4,0,0,0,1,0,0,3,0,0,0,0,3723.8153038883,0.1424540389,0.5698161557,0.5698161557,-1.6160378671,53.7575906876,-1.609748378,53.7908519873,,,,
939164,E02002424,E02002408,17,0,0,0,2,0,0,14,1,0,0,0,4230.4134135094,0.1287277607,2.1883719314,2.1883719314,-1.6160378671,53.7575906876,-1.6531563541,53.7886108817,,,,
939165,E02002424,E02002409,3,0,0,0,0,0,0,1,0,0,2,0,2948.4441040735,0.166349942,0.499049826,0.499049826,-1.6160378671,53.7575906876,-1.6306694818,53.782634954,,,,
939166,E02002424,E02002410,26,0,0,0,2,0,0,20,3,0,0,1,3864.4379538017,0.1385034014,3.6010884354,3.6010884354,-1.6160378671,53.7575906876,-1.5870002098,53.7877647368,,,,
939167,E02002424,E02002411,62,0,0,0,12,0,0,45,4,0,1,0,4713.056871441,0.1168827272,7.2467290854,7.2467290854,-1.6160378671,53.7575906876,-1.5612145536,53.7847868814,,,,
939168,E02002424,E02002412,55,0,0,0,5,0,0,45,5,0,0,0,2173.4363691524,0.1942401346,10.683207403,10.683207403,-1.6160378671,53.7575906876,-1.6064431662,53.7762799407,,,,
939169,E02002424,E02002414,42,0,0,0,3,0,0,34,4,1,0,0,5389.5154224625,0.1020925128,4.2878855364,3.2878855364,-1.6160378671,53.7575906876,-1.5451628768,53.781746077,,,,
939170,E02002424,E02002415,4,0,0,0,0,0,0,4,0,0,0,0,4762.6380701917,0.1157294177,0.4629176709,0.4629176709,-1.6160378671,53.7575906876,-1.5495116861,53.7742881837,,,,
939171,E02002424,E02002416,10,0,0,0,0,0,1,9,0,0,0,0,13507.806752287,0.020130199,0.2013019898,0.2013019898,-1.6160378671,53.7575906876,-1.4119631696,53.7684705358,,,,
939172,E02002424,E02002417,6,0,0,1,0,0,0,5,0,0,0,0,18424.243631795,0.0075302915,0.0451817488,0.0451817488,-1.6160378671,53.7575906876,-1.3368001311,53.7642201515,,,,
939173,E02002424,E02002418,1,0,0,0,0,0,0,1,0,0,0,0,15752.958157678,0.0128480345,0.0128480345,0.0128480345,-1.6160378671,53.7575906876,-1.3777795008,53.7683968144,,,,
939174,E02002424,E02002419,101,0,0,0,13,0,3,70,11,0,4,0,3090.1918022039,0.1617002179,16.3317220091,16.3317220091,-1.6160378671,53.7575906876,-1.5759700333,53.7720065627,,,,
939175,E02002424,E02002420,35,0,0,0,0,1,0,30,4,0,0,0,4173.8358726366,0.1301926531,4.5567428574,4.5567428574,-1.6160378671,53.7575906876,-1.5544406537,53.7662624593,,,,
939176,E02002424,E02002421,4,0,0,0,0,0,0,3,0,0,1,0,5680.2288839523,0.0963258484,0.3853033935,0.3853033935,-1.6160378671,53.7575906876,-1.5311318696,53.766273027,,,,
939177,E02002424,E02002422,124,0,0,0,14,3,0,74,17,2,13,1,1917.4735493598,0.2044427049,25.3508954125,23.3508954125,-1.6160378671,53.7575906876,-1.5870012411,53.7585630809,,,,
939178,E02002424,E02002423,2,0,0,0,0,0,0,2,0,0,0,0,6192.9373112361,0.0869379819,0.1738759637,0.1738759637,-1.6160378671,53.7575906876,-1.5221683155,53.7596112618,,,,
939179,E02002424,E02002424,175,0,0,0,7,0,2,87,14,2,61,2,0,0.3,52.5,50.5,-1.6160378671,53.7575906876,-1.6160378671,53.7575906876,,,,
939180,E02002424,E02002425,74,0,0,0,7,0,0,37,13,2,15,0,2391.1454054414,0.1859640534,13.7613399492,11.7613399492,-1.6160378671,53.7575906876,-1.6522103299,53.7560427315,,,,
939181,E02002424,E02002426,5,0,0,1,0,0,0,4,0,0,0,0,10984.7258164899,0.0333426484,0.1667132422,0.1667132422,-1.6160378671,53.7575906876,-1.4497412823,53.7516900235,,,,
939182,E02002424,E02002427,8,0,0,0,1,0,0,6,1,0,0,0,9076.9501579814,0.0488323227,0.3906585812,0.3906585812,-1.6160378671,53.7575906876,-1.4787898939,53.7512783244,,,,
939183,E02002424,E02002428,12,0,0,0,0,0,0,12,0,0,0,0,5257.0636703904,0.1048331188,1.257997425,1.257997425,-1.6160378671,53.7575906876,-1.5367152244,53.7528293516,,,,
939184,E02002424,E02002429,2,0,0,0,0,0,0,2,0,0,0,0,9944.7746097253,0.0410515073,0.0821030145,0.0821030145,-1.6160378671,53.7575906876,-1.4668471226,53.7445513485,,,,
939185,E02002424,E02002430,4,0,0,0,0,1,0,3,0,0,0,0,4150.1996354026,0.1308095629,0.5232382518,0.5232382518,-1.6160378671,53.7575906876,-1.5552160268,53.7479997938,,,,
939186,E02002424,E02002431,90,0,0,0,13,6,1,41,6,3,20,0,2696.6509942872,0.1749416126,15.7447451314,12.7447451314,-1.6160378671,53.7575906876,-1.582351837,53.7438491095,,,,
939187,E02002424,E02002432,2,0,0,0,0,0,0,2,0,0,0,0,15022.4822135259,0.0148691119,0.0297382237,0.0297382237,-1.6160378671,53.7575906876,-1.3907128949,53.7377548683,,,,
939188,E02002424,E02002433,251,0,0,0,23,4,0,138,21,1,64,0,2105.28816686,0.1969056818,49.4233261211,48.4233261211,-1.6160378671,53.7575906876,-1.5993137073,53.7414729237,,,,
939189,E02002424,E02002434,3,0,0,0,0,0,0,3,0,0,0,0,6995.5760516258,0.0740445741,0.2221337222,0.2221337222,-1.6160378671,53.7575906876,-1.517214909,53.734746307,,,,
939190,E02002424,E02002435,190,0,0,0,8,6,0,113,20,6,36,1,2891.8535134789,0.1682434053,31.9662470084,25.9662470084,-1.6160378671,53.7575906876,-1.6099686404,53.731849243,,,,
939191,E02002424,E02002436,9,0,0,0,2,0,0,7,0,0,0,0,5534.4455902678,0.0991757329,0.8925815963,0.8925815963,-1.6160378671,53.7575906876,-1.548726411,53.7278916122,,,,
939192,E02002424,E02002437,2,0,0,0,0,0,0,2,0,0,0,0,5704.9391337433,0.0958509756,0.1917019512,0.1917019512,-1.6160378671,53.7575906876,-1.5661378139,53.7157120118,,,,
939307,E02002424,E02006852,8,0,0,0,1,0,0,5,1,1,0,0,8590.1062270704,0.053826248,0.430609984,-0.569390016,-1.6160378671,53.7575906876,-1.5867043323,53.832819017,,,,
939308,E02002424,E02006861,13,0,0,0,1,0,0,11,1,0,0,0,7513.4043666479,0.0667598333,0.8678778325,0.8678778325,-1.6160378671,53.7575906876,-1.5650215028,53.8179856472,,,,
939310,E02002424,E02006875,496,0,0,18,161,1,9,230,57,11,8,1,6327.3860265593,0.0846313927,41.9771707565,30.9771707565,-1.6160378671,53.7575906876,-1.5455825172,53.7962246679,,,,
939311,E02002424,E02006876,112,0,0,0,7,1,1,98,4,1,0,0,6731.4184768956,0.0780616406,8.7429037523,7.7429037523,-1.6160378671,53.7575906876,-1.5182092462,53.7749327017,,,,
939488,E02002425,E02002331,9,0,0,0,0,0,0,7,2,0,0,0,27302.5570087263,0.0012754143,0.0114787288,0.0114787288,-1.6522103299,53.7560427315,-1.347653388,53.9226868903,,,,
939489,E02002425,E02002333,2,0,0,0,0,0,0,2,0,0,0,0,16272.224696108,0.0115806724,0.0231613448,0.0231613448,-1.6522103299,53.7560427315,-1.6876952052,53.9007791557,,,,
939490,E02002425,E02002334,1,0,0,0,0,0,0,1,0,0,0,0,23962.9668378317,0.0024872784,0.0024872784,0.0024872784,-1.6522103299,53.7560427315,-1.3576524285,53.8825638629,,,,
939491,E02002425,E02002335,3,0,0,0,1,0,0,2,0,0,0,0,19230.9712875621,0.0064082628,0.0192247883,0.0192247883,-1.6522103299,53.7560427315,-1.4710718403,53.8916514302,,,,
939492,E02002425,E02002336,8,0,0,0,0,0,0,8,0,0,0,0,14563.407447006,0.0162989548,0.1303916387,0.1303916387,-1.6522103299,53.7560427315,-1.6243652108,53.8858954673,,,,
939493,E02002425,E02002337,3,0,0,0,0,0,0,3,0,0,0,0,15088.19656526,0.0146749677,0.044024903,0.044024903,-1.6522103299,53.7560427315,-1.7433977723,53.8804538587,,,,
939494,E02002425,E02002338,6,0,0,0,1,0,0,3,1,0,1,0,13325.1483042897,0.0208791868,0.1252751205,0.1252751205,-1.6522103299,53.7560427315,-1.7105896018,53.87071637,,,,
